"SE","start","end","cases","Rt","Rt2","p1","lwr","upr"
30,"2006-07-17","2006-07-23",18,0.788321167883212,0.785456187895212,0.0315780167397498,0.605273238833604,1.00073246151737
31,"2006-07-24","2006-07-30",52,1.09259259259259,1.08514285714286,0.747463129244858,0.829785225981754,1.39521688460446
32,"2006-07-31","2006-08-06",17,0.73728813559322,0.73455497382199,0.0148620338889783,0.551107786876566,0.957050443727121
33,"2006-08-07","2006-08-13",31,1.14942528735632,1.13932107496464,0.829746540385407,0.847647650230854,1.50097064785251
34,"2006-08-14","2006-08-20",30,0.78,0.776202219482121,0.0489648551985018,0.57073343139078,1.02917694748342
35,"2006-08-21","2006-08-27",20,1.03846153846154,1.02913385826772,0.594271696397854,0.746304406770921,1.38459673566336
36,"2006-08-28","2006-09-03",20,0.864197530864197,0.858118361153263,0.184580734830895,0.615532383960658,1.16286820892514
37,"2006-09-04","2006-09-10",20,0.857142857142857,0.850262697022767,0.18934383134656,0.59371360300965,1.17808715280491
38,"2006-09-11","2006-09-17",20,1,0.988798370672098,0.499999999999999,0.681882016751724,1.38703733199276
39,"2006-09-18","2006-09-24",25,1.08333333333333,1.07026476578411,0.673200775088471,0.744145144187312,1.49271059686376
40,"2006-09-25","2006-10-01",24,1.06153846153846,1.04990583804143,0.635573030663208,0.739307730503438,1.44845980874325
41,"2006-10-02","2006-10-08",14,0.91304347826087,0.904973357015986,0.300147308855134,0.634511804707178,1.25065035491708
42,"2006-10-09","2006-10-15",33,1.12698412698413,1.11359223300971,0.755988828084567,0.784202956278104,1.53738340815362
43,"2006-10-16","2006-10-22",31,1.09859154929577,1.08721934369603,0.717414045005828,0.779991343580807,1.4770956011395
44,"2006-10-23","2006-10-29",23,1.11538461538462,1.10472440944882,0.758846855927638,0.806057948238626,1.47961820028541
45,"2006-10-30","2006-11-05",27,0.931034482758621,0.924328147100424,0.321284404669432,0.675711253170035,1.23373646226599
46,"2006-11-06","2006-11-12",37,1.07407407407407,1.06449165402124,0.678715595330568,0.778957310843142,1.4216467822557
47,"2006-11-13","2006-11-19",37,1.16091954022989,1.15063649222065,0.847035178349429,0.85671754542436,1.51501495183844
48,"2006-11-20","2006-11-26",43,1.15841584158416,1.14957264957265,0.861309920597577,0.874531162624319,1.48543488521281
49,"2006-11-27","2006-12-03",64,1.23076923076923,1.22228088701162,0.953075889756884,0.952051530806645,1.54745755606673
50,"2006-12-04","2006-12-10",94,1.39583333333333,1.38736027515047,0.998963547689299,1.11538170561582,1.70840015453966
51,"2006-12-11","2006-12-17",79,1.17910447761194,1.17449042618901,0.957534018224836,0.969607117622447,1.4106632536195
52,"2006-12-18","2006-12-24",136,1.30379746835443,1.29916098584164,0.998993068848366,1.09373606864615,1.53313629994351
1,"2006-12-25","2006-12-31",135,1.13268608414239,1.12988320579944,0.945052050512588,0.967056697584715,1.31258081850043
2,"2007-01-01","2007-01-07",152,1.20857142857143,1.20579864816791,0.995718266989505,1.04430442252275,1.38566563456737
3,"2007-01-08","2007-01-14",192,1.13238770685579,1.13033873343152,0.96898343902765,0.989858578988013,1.28536082993171
4,"2007-01-15","2007-01-21",317,1.37995824634656,1.37743950039032,0.99999996740066,1.22289943137749,1.5467751530917
5,"2007-01-22","2007-01-28",375,1.33736762481089,1.33562936403095,0.999999993452951,1.2063031837789,1.47544900322966
6,"2007-01-29","2007-02-04",450,1.29185520361991,1.29062544119723,0.999999995291193,1.18115677524596,1.40775316966182
7,"2007-02-05","2007-02-11",460,1.12521891418564,1.12446703837324,0.998158054991847,1.03754380429063,1.21677122585828
8,"2007-02-12","2007-02-18",474,1.07704280155642,1.07642600330386,0.972368820871625,0.99702784840935,1.16046565692662
9,"2007-02-19","2007-02-25",686,1.17052023121387,1.16985473247316,0.999991789142037,1.08822089831164,1.25605391508335
10,"2007-02-26","2007-03-04",852,1.24197530864198,1.24134607971629,0.999999999962818,1.16217280328352,1.32458736589515
11,"2007-03-05","2007-03-11",1035,1.27882703777336,1.27829515117651,1,1.20541288461922,1.35452305777593
12,"2007-03-12","2007-03-18",1024,1.13136416634279,1.13102694828842,0.999997514750115,1.07224815983236,1.19220570751981
13,"2007-03-19","2007-03-25",1030,1.0611473720371,1.06088244130649,0.989227593255458,1.00819038982385,1.11560472839608
14,"2007-03-26","2007-04-01",1036,1.00032372936225,1.00010112041419,0.505075379715251,0.951151053421585,1.05088999260189
15,"2007-04-02","2007-04-08",1236,1.06860841423948,1.06835550523634,0.996000048677544,1.01690963328577,1.12172322806632
16,"2007-04-09","2007-04-15",1105,1.02271350696548,1.02249593219056,0.820632203952031,0.974324952010049,1.07241284809847
17,"2007-04-16","2007-04-22",963,0.978383180337578,0.978188478188478,0.185883398376945,0.93210569435976,1.02592875902385
18,"2007-04-23","2007-04-29",942,0.911016949152542,0.910845970578225,0.000107436484718448,0.866675034838702,0.956633824421795
19,"2007-04-30","2007-05-06",1042,0.97906976744186,0.978851023203686,0.207158171921018,0.930067510115612,1.02949484223935
20,"2007-05-07","2007-05-13",880,0.971835765184934,0.971615720524017,0.138097232758229,0.922596626670732,1.02252556931967
21,"2007-05-14","2007-05-20",686,0.910614525139665,0.910417484622432,0.000268468193012961,0.863056298861309,0.959643278395219
22,"2007-05-21","2007-05-27",545,0.809432515337423,0.809269461077844,2.20712337295481e-13,0.763786678079029,0.856652914472187
23,"2007-05-28","2007-06-03",430,0.786830885836097,0.786644180129002,1.09579012530503e-13,0.737234904398613,0.838360658781045
24,"2007-06-04","2007-06-10",450,0.857916917519567,0.857620873749906,1.06438130138553e-05,0.798481444906175,0.919853640003073
25,"2007-06-11","2007-06-17",391,0.891929824561403,0.891552011217246,0.00150264802541833,0.825992229041099,0.960806903062253
26,"2007-06-18","2007-06-24",337,0.926829268292683,0.926368012574909,0.0300667680824807,0.855072074238789,1.00190979966793
27,"2007-06-25","2007-07-01",240,0.821731748726655,0.821356650768415,2.84342722611797e-06,0.753655688257653,0.893300905211648
28,"2007-07-02","2007-07-08",241,0.84504132231405,0.844551901998711,0.000190949438968468,0.768583048851335,0.92577354317027
29,"2007-07-09","2007-07-15",256,0.900977995110024,0.900305110602593,0.0199342980482444,0.813947498917451,0.993134357409445
30,"2007-07-16","2007-07-22",198,0.943012211668928,0.942187235483325,0.133437640739217,0.848272517943366,1.04349796663596
31,"2007-07-23","2007-07-29",131,0.841726618705036,0.841051875785317,0.00104374108326732,0.752236680002422,0.937158914032814
32,"2007-07-30","2007-08-05",154,0.825641025641026,0.824877424856107,0.000889773213187173,0.729798603390211,0.928510617105589
33,"2007-08-06","2007-08-12",134,0.867494824016563,0.866451612903226,0.0164685368877366,0.758470312060835,0.985112186137513
34,"2007-08-13","2007-08-19",127,0.990453460620525,0.988849241748439,0.444891749881323,0.861393389646248,1.1297110438811
35,"2007-08-20","2007-08-26",121,0.920481927710843,0.919093365355749,0.121061081296234,0.797883498541251,1.05320359347096
36,"2007-08-27","2007-09-02",82,0.863874345549738,0.86256928594718,0.0255407787300351,0.74231578657189,0.996274292115206
37,"2007-09-03","2007-09-09",123,0.987878787878788,0.985854394568088,0.437908725449724,0.843546535241609,1.14513035820432
38,"2007-09-10","2007-09-16",103,0.94478527607362,0.942917143948072,0.237184175507746,0.804499160605118,1.0980138651834
39,"2007-09-17","2007-09-23",85,1.00974025974026,1.00747474747475,0.548020472086687,0.858062522575007,1.1753247004775
40,"2007-09-24","2007-09-30",107,0.948553054662379,0.946578631452581,0.257703829546854,0.804660391947719,1.10601988065661
41,"2007-10-01","2007-10-07",115,1.04067796610169,1.03816954871362,0.687734334774869,0.882203600936531,1.21377289154362
42,"2007-10-08","2007-10-14",172,1.28338762214984,1.27989460883664,0.999502883658617,1.09995553441773,1.48167462317072
43,"2007-10-15","2007-10-21",200,1.23604060913706,1.23348087258931,0.999148490835598,1.07803689862473,1.40551995061457
44,"2007-10-22","2007-10-28",216,1.20739219712526,1.20540056309189,0.998978617970632,1.06730993920118,1.35671085270435
45,"2007-10-29","2007-11-04",303,1.22278911564626,1.22110286320255,0.999857048451862,1.09360013231535,1.35966215568568
46,"2007-11-05","2007-11-11",306,1.14742698191933,1.14619121985077,0.996526977369952,1.03593322853773,1.26510237794703
47,"2007-11-12","2007-11-18",472,1.31030303030303,1.30895477234912,0.999999997872429,1.19452196646373,1.43167722317368
48,"2007-11-19","2007-11-25",522,1.20259019426457,1.20169765561843,0.999996473484676,1.10774302207239,1.30160664479666
49,"2007-11-26","2007-12-02",513,1.15923076923077,1.15853424262799,0.999953738528411,1.07500902828288,1.24688645181984
50,"2007-12-03","2007-12-09",759,1.19044459190445,1.18981519847518,0.999999711947479,1.11046067583184,1.27341300677754
51,"2007-12-10","2007-12-16",864,1.19063545150502,1.19010652370675,0.999999976122535,1.11719727469148,1.26658150324273
52,"2007-12-17","2007-12-23",903,1.18258426966292,1.18214515468741,0.999999994538094,1.11553512904669,1.25173635061539
1,"2007-12-24","2007-12-30",1708,1.3756927949327,1.37521638063208,1,1.30615116183925,1.447092195863
2,"2007-12-31","2008-01-06",2302,1.41381294964029,1.41345151199166,1,1.35309153787724,1.47589657721845
3,"2008-01-07","2008-01-13",2906,1.40769387339711,1.4074399084319,1,1.3567072448377,1.45964295406495
4,"2008-01-14","2008-01-20",2794,1.15702718334297,1.15689658288007,1,1.12012315177831,1.19457743875274
5,"2008-01-21","2008-01-27",2181,0.984878780304924,0.984795476908179,0.168493473687579,0.95451601389031,1.01577777395718
6,"2008-01-28","2008-02-03",2324,0.926151503616292,0.926077165828827,1.15363355368547e-06,0.896935142645265,0.955904590010548
7,"2008-02-04","2008-02-10",3355,1.07685984381422,1.07675119428796,0.999997406835428,1.04285633314082,1.11146428578596
8,"2008-02-11","2008-02-17",4300,1.26959287531807,1.26945826906871,1,1.23236250842742,1.30740673979905
9,"2008-02-18","2008-02-24",5303,1.29852690650366,1.29841689315281,1,1.26486518741924,1.33265126366595
10,"2008-02-25","2008-03-02",6818,1.26724803210372,1.26716662647697,1,1.23824221738074,1.29660764354304
11,"2008-03-03","2008-03-09",8788,1.27330856829669,1.27324382131086,1,1.24742774060989,1.29946897685971
12,"2008-03-10","2008-03-16",9542,1.2027356640681,1.20268945439764,1,1.1807825919278,1.22490481033432
13,"2008-03-17","2008-03-23",14540,1.3070621918244,1.30701806704938,1,1.28569285065512,1.32861549653575
14,"2008-03-24","2008-03-30",14440,1.17195010648007,1.17192199900369,1,1.15477129349872,1.18926540077309
15,"2008-03-31","2008-04-06",11428,1.04895903639479,1.04893944261114,0.999999999990494,1.03437600509225,1.06365521030196
16,"2008-04-07","2008-04-13",8375,0.847431201742229,0.847419379785013,0,0.835283037812231,0.859682048862749
17,"2008-04-14","2008-04-20",6307,0.762491604123471,0.762481064408388,0,0.750272721630474,0.774829079607336
18,"2008-04-21","2008-04-27",4058,0.717732669475297,0.71772120388145,0,0.704341881712047,0.731277207722333
19,"2008-04-28","2008-05-04",2641,0.694023479188901,0.694009244252356,0,0.67860625469096,0.709653600261482
20,"2008-05-05","2008-05-11",1506,0.630862678763648,0.630848845366571,0,0.613582143123044,0.648444915383432
21,"2008-05-12","2008-05-18",882,0.612918951858623,0.612900031987327,0,0.59164469105405,0.634669135797717
22,"2008-05-19","2008-05-25",817,0.637303638894412,0.637266108391522,0,0.609465582859379,0.665923091753546
23,"2008-05-26","2008-06-01",395,0.653354134165367,0.65328837082375,0,0.617994261411458,0.689945015539604
24,"2008-06-02","2008-06-08",384,0.762177650429799,0.762005607588141,1.11022302462516e-16,0.71352583089859,0.812766759493542
25,"2008-06-09","2008-06-15",231,0.632832080200501,0.632717740042257,0,0.584208993536774,0.683912336739579
26,"2008-06-16","2008-06-22",127,0.734653465346535,0.734334445680386,6.95394852812115e-11,0.667074179025378,0.806216687878581
27,"2008-06-23","2008-06-29",152,0.68733153638814,0.686985034471162,2.38534747509789e-11,0.612590703827323,0.767425510189937
28,"2008-06-30","2008-07-06",95,0.733333333333333,0.732705939868003,2.26499633948496e-06,0.639555979811497,0.83498141398392
29,"2008-07-07","2008-07-13",92,0.906417112299465,0.904928404928405,0.0947953476352994,0.779082846866421,1.04493904253136
30,"2008-07-14","2008-07-20",104,0.858407079646018,0.856959236136614,0.0277742193911594,0.730369275083049,0.998635697430477
31,"2008-07-21","2008-07-27",54,0.859106529209622,0.85741769987174,0.0387873403464166,0.721397596472829,1.01100369659977
32,"2008-07-28","2008-08-03",67,0.9,0.897812033814023,0.12541166740469,0.746769303432466,1.06988931953805
33,"2008-08-04","2008-08-10",38,0.706666666666667,0.705411374930977,0.000362249303987316,0.572421599679202,0.858538627628831
34,"2008-08-11","2008-08-17",44,0.937106918238994,0.93335931410756,0.284126951338378,0.741947946042173,1.1585497237154
35,"2008-08-18","2008-08-24",37,0.798657718120805,0.79592684954281,0.0330803974597331,0.620743692916864,1.00367366750804
36,"2008-08-25","2008-08-31",45,1.05882352941176,1.05244029075805,0.672925513525362,0.81355746867755,1.34002878215644
37,"2008-09-01","2008-09-07",45,1.00793650793651,1.00245338567223,0.52510608234122,0.778081879730354,1.27137875501416
38,"2008-09-08","2008-09-14",25,0.905511811023622,0.901168451801363,0.219797062725332,0.694822680901209,1.14873991001074
39,"2008-09-15","2008-09-21",41,0.965217391304348,0.959720730397422,0.394898475133456,0.733578529700052,1.23322653890735
40,"2008-09-22","2008-09-28",48,1.02702702702703,1.02057842046719,0.579405907223656,0.779881336367258,1.31236539820315
41,"2008-09-29","2008-10-05",39,1.12280701754386,1.11538461538462,0.816407618516769,0.860765136565146,1.42287485199225
42,"2008-10-06","2008-10-12",72,1.2421875,1.23429951690821,0.96669766928109,0.972748468192417,1.54649076990123
43,"2008-10-13","2008-10-19",59,1.06918238993711,1.064302416212,0.728165892753357,0.852881104841339,1.312590257585
44,"2008-10-20","2008-10-26",66,1.15882352941176,1.15353756382203,0.920970664996378,0.935358147967899,1.40819161542329
45,"2008-10-27","2008-11-02",87,1.0761421319797,1.07214870825457,0.771120519421258,0.879385070877434,1.2948800997394
46,"2008-11-03","2008-11-09",94,1.16509433962264,1.16080843585237,0.949074059388222,0.962703638733205,1.38834997985897
47,"2008-11-10","2008-11-16",144,1.31578947368421,1.31127327629592,0.999460032034487,1.10827662734182,1.54185707935528
48,"2008-11-17","2008-11-23",134,1.14461538461538,1.14189965530448,0.962624938953181,0.981581862473698,1.32125488891248
49,"2008-11-24","2008-11-30",181,1.23387096774194,1.23116839638433,0.998745630701542,1.07168327051289,1.40820201861077
50,"2008-12-01","2008-12-07",188,1.0958605664488,1.09408091229976,0.922120387887509,0.962273187122357,1.23899619484985
51,"2008-12-08","2008-12-14",145,1.02186878727634,1.02044609665427,0.634981276133081,0.900762534053226,1.15154184417501
52,"2008-12-15","2008-12-21",245,1.12451361867704,1.1228474411836,0.973689822955431,0.995432213667153,1.26218377799265
1,"2008-12-22","2008-12-28",371,1.31660899653979,1.31467098166127,0.99999972848872,1.17847607361508,1.46272468358367
2,"2008-12-29","2009-01-04",177,1.04204993429698,1.04107230693556,0.791604324633703,0.941381975602737,1.14841715315895
3,"2009-01-05","2009-01-11",362,1.14754098360656,1.14642014162077,0.997722867086483,1.04121517757085,1.25947366006376
4,"2009-01-12","2009-01-18",179,0.789010989010989,0.788574955424496,9.42806237080873e-07,0.714123431200972,0.868380785615628
5,"2009-01-19","2009-01-25",417,1.33426183844011,1.33266724587315,0.999999997872305,1.20858943023526,1.46639190139322
6,"2009-01-26","2009-02-01",250,0.883089770354906,0.882540716612378,0.00416496965003121,0.803680399833915,0.96685852553756
7,"2009-02-02","2009-02-08",449,1.31914893617021,1.3178197374244,0.999999999490996,1.20416252554729,1.43960086703989
8,"2009-02-09","2009-02-15",133,0.745519713261649,0.745217585859716,5.68516345111902e-11,0.680442948236107,0.814212784583716
9,"2009-02-16","2009-02-22",324,1.08894230769231,1.08797060146993,0.962111198161759,0.989210227830455,1.19394678230996
10,"2009-02-23","2009-03-01",91,0.60485651214128,0.604697616751619,0,0.542889397660391,0.671116200856215
11,"2009-03-02","2009-03-08",258,1.22810218978102,1.22627986348123,0.999829275897186,1.09398109886077,1.37047535133493
12,"2009-03-09","2009-03-15",104,0.673105497771174,0.672752548656163,2.35482744415094e-11,0.595946811488971,0.756142751470673
13,"2009-03-16","2009-03-22",184,1.20529801324503,1.20316368638239,0.998389156678327,1.06044965325849,1.36006713305735
14,"2009-03-23","2009-03-29",70,0.655677655677656,0.65528659511304,1.70794378639982e-10,0.571988997873294,0.74657438094563
15,"2009-03-30","2009-04-05",144,1.11173184357542,1.10939130434783,0.927293850683587,0.959565285242523,1.27616605342679
16,"2009-04-06","2009-04-12",32,0.618090452261307,0.617683881064163,8.61399174212352e-10,0.524876943242015,0.721082440410297
17,"2009-04-13","2009-04-19",96,1.10569105691057,1.10232440626579,0.873591729555944,0.92462765876716,1.30452363052041
18,"2009-04-20","2009-04-26",24,0.558823529411765,0.558527663465935,2.13046902342029e-09,0.455149059604185,0.676552979121526
19,"2009-04-27","2009-05-03",49,1.11184210526316,1.10635696821516,0.829021064725429,0.884054024290636,1.36824154026284
20,"2009-05-04","2009-05-10",38,0.656804733727811,0.65553925165077,0.000246972102081355,0.511675499271919,0.825036173191086
21,"2009-05-11","2009-05-17",44,1.18018018018018,1.17185761957731,0.901232385499814,0.904144414828333,1.49574685622891
22,"2009-05-18","2009-05-24",15,0.740458015267176,0.737960339943343,0.0119083215790841,0.56228237987785,0.948960896743305
23,"2009-05-25","2009-05-31",43,1.05154639175258,1.0438373570521,0.638781153685069,0.783901258342641,1.36299842224632
24,"2009-06-01","2009-06-07",18,0.745098039215686,0.741837968561064,0.0251802697588059,0.544771349395041,0.984238951754722
25,"2009-06-08","2009-06-14",32,1.22368421052632,1.2108239095315,0.905247363914278,0.886444945650526,1.61856465084536
26,"2009-06-15","2009-06-21",20,0.752688172043011,0.749006622516556,0.0352126166878086,0.542351687670819,1.00558743545375
27,"2009-06-22","2009-06-28",38,1.28571428571429,1.27057793345009,0.943784940232541,0.921508734521264,1.71313665009027
28,"2009-06-29","2009-07-05",15,0.811111111111111,0.806429548563611,0.0907449369643931,0.585129793528114,1.08166064726681
29,"2009-07-06","2009-07-12",38,1.24657534246575,1.2327731092437,0.920815551034303,0.898013475208893,1.65535305254476
30,"2009-07-13","2009-07-19",5,0.637362637362637,0.63531799729364,0.00323983291317376,0.450032228304954,0.866956215947506
31,"2009-07-20","2009-07-26",15,1,0.988421052631579,0.499999999999999,0.677176441992255,1.39402006866571
32,"2009-07-27","2009-08-02",4,0.413793103448276,0.415789473684211,6.33055759822199e-05,0.248961742819423,0.640586695779773
33,"2009-08-03","2009-08-09",10,1.20833333333333,1.16995073891626,0.755772165310054,0.665412130445234,1.9200477364547
34,"2009-08-10","2009-08-16",3,0.586206896551724,0.582304526748971,0.0362271300812722,0.304742603341391,0.992939372147727
35,"2009-08-17","2009-08-23",9,1.29411764705882,1.23469387755102,0.791153904581734,0.638052362299401,2.18150416370389
36,"2009-08-24","2009-08-30",4,0.727272727272727,0.713903743315508,0.162004300043918,0.357089080209624,1.26397426040445
37,"2009-08-31","2009-09-06",8,1.3125,1.24820143884892,0.797483876929619,0.633536679723521,2.23560718094267
38,"2009-09-07","2009-09-13",6,0.857142857142857,0.835195530726257,0.313551285078574,0.426899945977621,1.46549286766212
39,"2009-09-14","2009-09-20",5,1.05555555555556,1.01612903225806,0.56603029978578,0.514612683647073,1.80809178986677
40,"2009-09-21","2009-09-27",4,0.789473684210526,0.769938650306748,0.243425120832398,0.372141515334873,1.39911736113221
41,"2009-09-28","2009-10-04",4,0.866666666666667,0.83587786259542,0.350554019212723,0.376829870558609,1.59632013501518
42,"2009-10-05","2009-10-11",5,1,0.952173913043478,0.5,0.420104215106143,1.85630579328989
43,"2009-10-12","2009-10-18",5,1.07692307692308,1.02173913043478,0.577490508556366,0.459473152286014,1.9739969990437
44,"2009-10-19","2009-10-25",20,2.14285714285714,1.99593495934959,0.993140907470661,1.04919788179792,3.54275830223381
45,"2009-10-26","2009-11-01",26,1.7,1.64741035856574,0.990841951241542,1.03731035186618,2.5137525655065
46,"2009-11-02","2009-11-08",6,1.01960784313725,1.00596658711217,0.539404475373064,0.673080076752926,1.44698498031253
47,"2009-11-09","2009-11-15",33,1.25,1.23067915690867,0.886362526834196,0.844534567580907,1.73880112520803
48,"2009-11-16","2009-11-22",13,0.8,0.793785310734463,0.113637473165804,0.542171596126145,1.11880129814299
49,"2009-11-23","2009-11-29",17,1.21153846153846,1.19320843091335,0.848561223684837,0.816327933886721,1.68942251541385
50,"2009-11-30","2009-12-06",19,0.777777777777778,0.771844660194175,0.0918285859508874,0.522096058263099,1.09597595482414
51,"2009-12-07","2009-12-13",15,1.04081632653061,1.02605459057072,0.579589237387178,0.682433152552857,1.48356894254179
52,"2009-12-14","2009-12-20",16,0.980392156862745,0.967780429594272,0.460205381306411,0.644584751299195,1.39636184749538
